,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
10,11.0,2/17/2024 23:51:48,Illinois,Chicago,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,Middle Eastern,46-55,Separated,Bachelor Degree,More than 1 year,1-2,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,6,9,9
11,12.0,2/22/2024 19:43:09,Illinois,Chicago,,Sugar Daddy,Asian,56-65,Married,Masters,White / Caucasian,18-25,Single,High School Diploma,1-3 months,3-4,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$400-$499,,5,5,8,8
12,13.0,2/23/2024 15:35:21,Illinois,palatine,,Sugar Daddy,White / Caucasian,36-45,Single,Masters,White / Caucasian,18-25,Single,Bachelor Degree,1-3 months,3-4,No,No,No,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",8,6,7,5
13,14.0,2/25/2024 16:03:49,Illinois,Chicago,,Sugar Daddy,White / Caucasian,46-55,Widow,Masters,Asian,18-25,Single,Some College,1-3 months,5-6,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,8,8,7,8
14,15.0,3/8/2024 14:38:42,Illinois,Chicago,,Sugar Daddy,White / Caucasian,66-75,Single,Bachelor Degree,White / Caucasian,36-45,Single,Associate Degree,1-3 months,3-4,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,1,1,7,7
15,16.0,3/29/2024 8:15:29,Illinois,Chicago,,Sugar Daddy,Latin / Hispanic,26-35,Single,Bachelor Degree,Asian,18-25,Single,Some College,More than 1 year,3-4,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",3,7,3,4
16,17.0,3/31/2024 7:38:49,Illinois,Chicago,,Sugar Daddy,White / Caucasian,46-55,Widow,Masters,Asian,26-35,Single,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,8,8,8,8
17,18.0,3/31/2024 7:40:24,Illinois,Chicago,,Sugar Daddy,White / Caucasian,46-55,Widow,Masters,Black/African Descent,18-25,Single,Some College,1-3 months,1-2,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,8,8,8,8
18,19.0,3/31/2024 7:41:23,Illinois,Chicago,,Sugar Daddy,White / Caucasian,46-55,Widow,Masters,Asian,18-25,Single,Some College,1-3 months,3-4,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,9,9,9,9
19,20.0,4/17/2024 18:35:37,Illinois,Bloomington,,Sugar Daddy,White / Caucasian,66-75,Married,Doctorate,White / Caucasian,26-35,Open Relationship,Bachelor Degree,More than 1 year,3-4,Yes,No,Yes,No,"Yes, No",Yes,Yes,Monthly Allowance,,"$5k-$5,999",10,10,10,10
20,21.0,4/23/2024 1:16:53,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Divorced,Some College,More than 1 year,10+,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",6,6,5,5
21,22.0,4/24/2024 14:04:18,Illinois,Rockford,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Married,Doctorate,More than 1 year,7-8,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$3k-$3,999",4,4,3,3
22,23.0,4/25/2024 18:22:42,Illinois,Palatine,,Sugar Daddy,Asian,36-45,Married,Bachelor Degree,White / Caucasian,18-25,Single,Some College,Less than a month,1-2,No,No,No,No,No,No,Yes,Pay Per Meet (PPM),$300-$399,,8,8,8,8
23,24.0,5/3/2024 0:40:06,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Divorced,Doctorate,Black/African Descent,26-35,Single,Some College,Less than a month,1-2,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$400-$499,,5,6,4,7
24,25.0,5/21/2024 18:01:10,Illinois,Oak brook,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,,46-55,Single,Doctorate,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),$500-$599,,1,1,1,1
25,26.0,5/26/2024 12:00:37,Illinois,Machesney Park,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,56-65,Divorced,High School Diploma,1-3 months,3-4,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$300-$399,,7,6,6,7
26,27.0,5/28/2024 9:57:18,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Doctorate,White / Caucasian,18-25,Single,Bachelor Degree,1-3 months,5-6,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,8,3,4,4
27,28.0,6/5/2024 10:05:46,Illinois,Champaign,,Sugar Daddy,White / Caucasian,46-55,Separated,Masters,White / Caucasian,36-45,Divorced,Some College,4-6 months,3-4,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$300-$399,,9,10,10,10
28,29.0,6/21/2024 16:39:35,Illinois,Chicago,,Sugar Baby Female,Mixed,18-25,Single,High School Diploma,,26-35,Single,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,No,No,Yes,No,Pay Per Meet (PPM),< $300,,3,3,2,2
29,30.0,6/26/2024 14:01:13,Illinois,chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Doctorate,,26-35,Single,Some College,Less than a month,1-2,No,No,Yes,Yes,No,No,No,Monthly Allowance,,"$1k- $1,999",6,5,5,6
30,31.0,6/30/2024 16:02:39,Illinois,Chicago,,Sugar Baby Female,Asian,26-35,Single,Masters,White / Caucasian,46-55,Single,Doctorate,1-3 months,3-4,No,Yes,Yes,No,Yes,No,No,Pay Per Meet (PPM),"$1k - $1,999",,9,9,10,10
31,32.0,7/8/2024 15:00:52,Illinois,Chicago,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,26-35,Single,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",8,6,7,5
32,33.0,7/13/2024 16:26:22,Illinois,Naperville,,Sugar Baby Female,Black/African Descent,18-25,Single,High School Diploma,Black/African Descent,36-45,Separated,Some College,Less than a month,1-2,Yes,No,No,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),< $300,,1,1,1,1
33,34.0,7/18/2024 6:21:54,Illinois,Schaumburg,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Married,Bachelor Degree,1-3 months,1-2,No,Yes,No,Yes,No,Yes,No,Pay Per Meet (PPM),< $300,,5,5,8,6
34,35.0,7/23/2024 20:01:49,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,46-55,Divorced,Bachelor Degree,4-6 months,1-2,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,8,9,8,10
35,36.0,7/29/2024 23:11:26,Illinois,Chicago,,Sugar Daddy,Black/African Descent,36-45,Single,Bachelor Degree,,26-35,Single,Bachelor Degree,1-3 months,1-2,No,Yes,No,Yes,Yes,No,Yes,Pay Per Meet (PPM),$600-$699,,5,4,5,5
36,37.0,7/30/2024 9:27:19,Illinois,Chicago,,Sugar Daddy,White / Caucasian,56-65,Married,Doctorate,White / Caucasian,18-25,Single,High School Diploma,1-3 months,3-4,No,No,No,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,8,8,8,8
37,38.0,8/12/2024 20:15:41,Illinois,Chicago,,Sugar Baby Female,Black/African Descent,26-35,Single,High School Diploma,Latin / Hispanic,66-75,Separated,Associate Degree,4-6 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$600-$699,,5,3,8,4
38,39.0,8/15/2024 15:54:11,Illinois,Peoria,,Sugar Daddy,White / Caucasian,36-45,Single,Doctorate,Latin / Hispanic,26-35,Single,Some College,7-9 months,3-4,No,No,No,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",8,8,8,8
39,40.0,8/27/2024 9:54:41,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Doctorate,Black/African Descent,18-25,Single,High School Diploma,1-3 months,3-4,No,Yes,No,No,No,No,No,Monthly Allowance,,"$1k- $1,999",4,10,1,1
40,41.0,8/27/2024 9:57:02,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Doctorate,Black/African Descent,18-25,Single,High School Diploma,1-3 months,3-4,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),$800-$899,,5,8,3,3
41,42.0,9/10/2024 22:20:14,Illinois,Arlington Heights,,Sugar Daddy,Latin / Hispanic,26-35,Single,Associate Degree,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,No,No,No,Yes,No,No,No,Pay Per Meet (PPM),$600-$699,,8,7,8,8
42,43.0,9/18/2024 0:47:09,Illinois,Sarasota,,Sugar Baby Female,White / Caucasian,36-45,Single,Associate Degree,Mixed,36-45,Single,High School Diploma,More than 1 year,1-2,No,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$600-$699,,1,1,1,10
43,44.0,9/20/2024 1:50:47,Illinois,Arlington heights,,Sugar Daddy,Latin / Hispanic,36-45,Single,Masters,White / Caucasian,18-25,Single,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,8,8,5,7
44,45.0,9/23/2024 19:55:56,Illinois,Chicago,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,36-45,Married,Doctorate,Less than a month,3-4,Yes,No,No,No,Yes,Yes,Yes,Pay Per Meet (PPM),$700-$799,,8,10,8,8
45,46.0,9/25/2024 12:40:19,Illinois,Chicago,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Some College,,46-55,Married,Masters,4-6 months,1-2,No,No,No,No,Yes,Yes,Yes,Weekly Allowance,$700-$799,,1,1,1,1
46,47.0,9/26/2024 21:06:40,Illinois,Quincy,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Separated,Bachelor Degree,Less than a month,3-4,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),< $300,,6,6,7,8
47,48.0,9/28/2024 4:54:36,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Some College,White / Caucasian,26-35,Married,Bachelor Degree,1-3 months,7-8,Yes,No,Yes,No,No,No,Yes,Weekly Allowance,$500-$599,,10,10,7,10
48,49.0,10/5/2024 8:15:09,Illinois,Danville,,Sugar Baby Male,White / Caucasian,26-35,Single,Some College,White / Caucasian,26-35,Divorced,Less than High School,Less than a month,1-2,Yes,No,No,No,No,No,No,Pay Per Meet (PPM),$800-$899,,1,1,1,1
49,50.0,10/8/2024 23:56:24,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,36-45,Open Relationship,Doctorate,White / Caucasian,46-55,Divorced,Bachelor Degree,1-3 months,3-4,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,10,9,9,10
50,51.0,10/8/2024 23:58:02,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,36-45,Open Relationship,Doctorate,White / Caucasian,46-55,Married,Bachelor Degree,1-3 months,1-2,No,"Yes, No",Yes,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,9,9,10,10
51,52.0,10/29/2024 1:52:04,Illinois,Chicago,,Sugar Daddy,Asian,18-25,Single,Doctorate,White / Caucasian,18-25,Single,Some College,Less than a month,3-4,No,No,No,Yes,Yes,No,No,Pay Per Meet (PPM),$400-$499,,5,5,5,5
52,53.0,11/7/2024 20:11:42,Illinois,chicago,,Sugar Baby Female,Mixed,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Masters,1-3 months,1-2,No,Yes,Yes,No,Yes,Yes,Yes,Weekly Allowance,"$1k - $1,999",,7,7,9,8
53,54.0,11/8/2024 12:25:19,Illinois,chicago,,Sugar Daddy,Asian,26-35,Married,Bachelor Degree,White / Caucasian,18-25,Single,Some College,4-6 months,3-4,No,No,No,No,No,No,No,Monthly Allowance,,"$3k-$3,999",10,10,10,10
54,55.0,11/26/2024 6:06:05,Illinois,Lockport,,Sugar Daddy,,36-45,Open Relationship,High School Diploma,White / Caucasian,26-35,Single,High School Diploma,Less than a month,3-4,No,No,No,Yes,No,No,No,Pay Per Meet (PPM),< $300,,7,7,7,7
55,56.0,11/27/2024 23:57:59,Illinois,Chicago,,Sugar Daddy,Asian,36-45,Married,Masters,Asian,18-25,Single,Less than High School,4-6 months,3-4,No,No,No,No,No,No,No,Pay Per Meet (PPM),< $300,,10,10,10,10
56,57.0,12/6/2024 12:24:53,Illinois,Schaumburg,,Sugar Daddy,White / Caucasian,66-75,Widow,Masters,White / Caucasian,36-45,Divorced,Associate Degree,7-9 months,3-4,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,8,10,8,10
57,58.0,12/11/2024 10:20:23,Illinois,Algonquin,,Sugar Daddy,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,Yes,No,No,No,No,No,Yes,Gifts and Experiences,,"$1k- $1,999",1,1,1,1
58,59.0,1/2/2025 10:44:08,Illinois,CHICAGO,,Sugar Daddy,Asian,26-35,Single,Bachelor Degree,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),< $300,,8,8,8,8
59,60.0,1/3/2025 10:05:40,Illinois,Chicago,,Sugar Daddy,Latin / Hispanic,26-35,Single,Masters,Asian,18-25,Single,Some College,Less than a month,1-2,Yes,No,No,Yes,No,No,No,Pay Per Meet (PPM),< $300,,7,8,7,7
60,61.0,2/1/2024 16:01:21,Indiana,Indianapolis,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,46-55,Single,Masters,Less than a month,3-4,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,9,8,7,9
61,62.0,3/21/2024 6:59:57,Indiana,Hobart,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Open Relationship,Bachelor Degree,4-6 months,3-4,Yes,No,No,No,Yes,Yes,Yes,Weekly Allowance,$300-$399,,1,1,2,1
62,63.0,3/24/2024 16:07:03,Indiana,Fort Wayne,,Sugar Daddy,White / Caucasian,46-55,Single,High School Diploma,,26-35,Single,High School Diploma,1-3 months,1-2,Yes,No,Yes,No,No,No,Yes,Weekly Allowance,< $300,,6,7,8,7
63,64.0,6/17/2024 15:24:01,Indiana,Dyer,,Sugar Daddy,White / Caucasian,26-35,Married,Doctorate,White / Caucasian,26-35,Married,Bachelor Degree,More than 1 year,3-4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,2,2,2,3
64,65.0,7/2/2024 16:58:14,Indiana,Asd,,Sugar Daddy,Asian,18-25,Single,Less than High School,Asian,18-25,Single,Less than High School,Less than a month,1-2,Yes,Yes,"Yes, No",No,Yes,No,No,Pay Per Meet (PPM),$400-$499,,3,8,3,2
65,66.0,7/23/2024 14:58:19,Indiana,Vincennes,,Sugar Baby Female,White / Caucasian,36-45,Separated,Some College,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",3,4,7,5
66,67.0,9/24/2024 11:45:06,Indiana,Indianapolis,,Sugar Daddy,White / Caucasian,56-65,Divorced,Bachelor Degree,White / Caucasian,26-35,Single,Bachelor Degree,Less than a month,3-4,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),$300-$399,,9,5,9,9
67,68.0,9/25/2024 21:33:33,Indiana,Saint john,,Sugar Daddy,White / Caucasian,46-55,Single,Some College,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),< $300,,8,6,6,5
68,69.0,11/26/2024 8:32:06,Indiana,Lafayette,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,White / Caucasian,26-35,Single,Some College,4-6 months,3-4,No,No,No,Yes,No,Yes,Yes,Pay Per Meet (PPM),$300-$399,,9,10,8,9
69,70.0,12/17/2024 5:51:10,Indiana,Indianapolis,,Sugar Daddy,White / Caucasian,36-45,Single,Associate Degree,White / Caucasian,18-25,Single,Some College,Less than a month,1-2,No,No,Yes,No,No,No,No,Pay Per Meet (PPM),< $300,,5,5,5,5
70,71.0,1/21/2024 8:47:06,Iowa,Des Moines,,Sugar Daddy,White / Caucasian,66-75,Divorced,Some College,,36-45,Divorced,Bachelor Degree,4-6 months,3-4,Yes,No,Yes,No,No,Yes,Yes,Weekly Allowance,$400-$499,,7,10,3,5
71,72.0,1/29/2024 22:18:04,Iowa,Des Moines,,Sugar Daddy,White / Caucasian,36-45,Married,Masters,White / Caucasian,18-25,Single,Bachelor Degree,Less than a month,1-2,No,No,No,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,8,6,7,6
72,73.0,2/19/2024 17:16:51,Iowa,Sioux City,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Some College,Less than a month,1-2,No,Yes,Yes,Yes,Yes,Yes,No,Pay Per Meet (PPM),$500-$599,,4,5,3,5
73,74.0,5/4/2024 9:51:49,Iowa,Des Moines,,Sugar Baby Female,Mixed,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Married,Masters,7-9 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",3,7,10,10
74,75.0,6/27/2024 12:08:42,Iowa,Des Moines,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,White / Caucasian,18-25,Single,High School Diploma,10-12 months,5-6,No,Yes,Yes,Yes,Yes,No,Yes,Weekly Allowance,< $300,,7,7,7,5
75,76.0,7/8/2024 1:25:49,Iowa,des moines,,Sugar Baby Female,Mixed,18-25,Single,High School Diploma,White / Caucasian,46-55,Divorced,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$500-$599,,5,5,5,5
76,77.0,7/10/2024 16:31:24,Iowa,Council bluffs,,Sugar Daddy,White / Caucasian,36-45,Divorced,High School Diploma,,18-25,Single,Some College,Less than a month,1-2,Yes,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$1k- $1,999",10,10,4,10
77,78.0,7/25/2024 21:09:53,Iowa,iowa city,,Sugar Daddy,White / Caucasian,56-65,Separated,Bachelor Degree,White / Caucasian,26-35,Married,Some College,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",7,6,6,6
78,79.0,8/2/2024 19:48:48,Iowa,Des Moines,,Sugar Daddy,White / Caucasian,46-55,Married,Bachelor Degree,White / Caucasian,18-25,Single,Some College,More than 1 year,3-4,Yes,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$2k-$2,999",7,7,4,4
79,80.0,9/28/2024 21:43:41,Iowa,Iowa city,,Sugar Daddy,White / Caucasian,36-45,Divorced,Bachelor Degree,Asian,26-35,Single,Less than High School,1-3 months,3-4,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,7,7,6,7
80,81.0,10/30/2024 13:34:33,Iowa,Cedar rapids,,Sugar Daddy,White / Caucasian,36-45,Divorced,Masters,Black/African Descent,18-25,Single,Some College,1-3 months,5-6,Yes,No,Yes,No,Yes,Yes,No,Gifts and Experiences,,"$2k-$2,999",1,1,1,1
81,82.0,12/25/2024 21:58:40,Iowa,Des moines,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,36-45,Divorced,Bachelor Degree,Less than a month,3-4,Yes,No,Yes,No,Yes,No,No,Weekly Allowance,< $300,,10,10,10,10
82,83.0,1/21/2024 19:14:51,Kansas,overland park,,Sugar Daddy,White / Caucasian,46-55,Single,Bachelor Degree,White / Caucasian,26-35,Single,Associate Degree,More than 1 year,7-8,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",10,10,9,9
83,84.0,1/22/2024 9:36:41,Kansas,Lawrence,,Sugar Daddy,White / Caucasian,36-45,Married,Some College,White / Caucasian,26-35,Single,High School Diploma,1-3 months,5-6,No,No,Yes,No,No,No,Yes,Weekly Allowance,< $300,,1,1,3,1
84,85.0,1/31/2024 4:32:32,Kansas,Kansas City,,Sugar Baby Female,Mixed,36-45,Divorced,Bachelor Degree,White / Caucasian,56-65,Divorced,Some College,1-3 months,5-6,No,Yes,No,No,Yes,No,No,Pay Per Meet (PPM),$500-$599,,6,8,4,8
85,86.0,2/1/2024 23:25:39,Kansas,Wichita,,Sugar Baby Female,White / Caucasian,18-25,Single,Less than High School,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,5-6,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,6,10,8
86,87.0,7/19/2024 12:40:11,Kansas,Kansas,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,Black/African Descent,36-45,Divorced,Associate Degree,Less than a month,1-2,No,No,Yes,No,Yes,Yes,No,Gifts and Experiences,,"$1k- $1,999",6,2,4,5
87,88.0,9/26/2024 20:47:03,Kansas,Wichita,,Sugar Baby Female,Black/African Descent,18-25,Open Relationship,Some College,,46-55,Single,High School Diploma,Less than a month,1-2,No,Yes,No,Yes,No,No,No,Weekly Allowance,$300-$399,,3,3,6,4
88,89.0,10/19/2024 21:13:58,Kansas,Overland park,,Sugar Baby Female,Latin / Hispanic,46-55,Single,Bachelor Degree,White / Caucasian,56-65,Married,Bachelor Degree,Less than a month,1-2,No,No,Yes,No,Yes,Yes,No,Gifts and Experiences,,"$1k- $1,999",3,3,2,3
89,90.0,1/21/2024 8:39:39,Michigan,Canton,,Sugar Daddy,White / Caucasian,56-65,Married,Bachelor Degree,Black/African Descent,26-35,Single,Masters,More than 1 year,1-2,Yes,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$600-$699,,7,8,5,8
90,91.0,2/1/2024 0:08:12,Michigan,Bloomfield Hills,,Sugar Baby Female,White / Caucasian,36-45,Single,Bachelor Degree,Middle Eastern,46-55,Divorced,Some College,More than 1 year,7-8,Yes,Yes,Yes,No,Yes,No,Yes,Weekly Allowance,"$1k - $1,999",,7,7,8,9
91,92.0,2/10/2024 12:32:49,Michigan,Kalamazoo,,Sugar Daddy,Mixed,36-45,Single,Some College,Asian,36-45,Single,Less than High School,1-3 months,3-4,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",1,1,1,1
92,93.0,2/11/2024 10:08:59,Michigan,Lansing,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Associate Degree,White / Caucasian,56-65,Divorced,Masters,10-12 months,3-4,No,Yes,Yes,No,Yes,No,Yes,Gifts and Experiences,,"$2k-$2,999",10,9,7,9
